"Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
297,"R Lalive","Unemployment benefits, unemployment duration, and post-unemployment jobs: A regression discontinuity approach",2007,"American Economic Review","pubs.aeaweb.org","https://pubs.aeaweb.org/doi/abs/10.1257/aer.97.2.108","https://scholar.google.com/scholar?cites=16363586784399568781&as_sdt=2005&sciodt=0,5&hl=en",23,"2022-08-15 21:28:05","","10.1257/aer.97.2.108",NA,NA,NA,NA,NA,NA,297,19.8,297,1,15,"… duration. The second strand of the lit erature is concerned with measuring the effects of the unemployment insurance … changes in benefit duration on unemployment duration, duration of …","https://serval.unil.ch/resource/serval:BIB_E42BB4D7C043.P001/REF.pdf","https://scholar.google.com/scholar?q=related:ja9pf3sjF-MJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
411,"R Lalive","How do extended benefits affect unemployment duration? A regression discontinuity approach",2008,"Journal of econometrics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304407607001170","https://scholar.google.com/scholar?cites=10463420320306209569&as_sdt=2005&sciodt=0,5&hl=en",431,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,411,29.36,411,1,14,"… benefit duration on unemployment duration are primarily based on extensions of benefit duration … This section discusses the Austrian unemployment insurance and early retirement …","https://www.econstor.eu/bitstream/10419/25810/1/517022656.PDF","https://scholar.google.com/scholar?q=related:IaN0_1eJNZEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
203,"R Lalive, C Landais, J Zweimüller","Market externalities of large unemployment insurance extension programs",2015,"American Economic Review","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/aer.20131273","https://scholar.google.com/scholar?cites=12145700810784754378&as_sdt=2005&sciodt=0,5&hl=en",139,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,203,29,68,3,7,"… recurrently checked and can last for an indefinite time period. Post-UB transfers can be at … the entire non-REBP region, we cluster standard errors at the region-year level. In online …","http://eprints.lse.ac.uk/64566/1/Market%20externalities.pdf","https://scholar.google.com/scholar?q=related:ysr_ZokyjqgJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
409,"R Lalive, J Van Ours, J Zweimüller","How changes in financial incentives affect the duration of unemployment",2006,"The Review of Economic …","academic.oup.com","https://academic.oup.com/restud/article-abstract/73/4/1009/1572993","https://scholar.google.com/scholar?cites=13586206457960593885&as_sdt=2005&sciodt=0,5&hl=en",1,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,409,25.56,136,3,16,"… unemployment insurance—the benefit replacement rate (RR) and the potential benefit duration (PBD)—affect the duration … second group experienced an extension of PBD; a third group …","https://www.econstor.eu/bitstream/10419/18701/1/cesifo1_wp1337.pdf","https://scholar.google.com/scholar?q=related:3fnba8rmi7wJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
203,"R Lalive, J Zweimüller","Benefit entitlement and unemployment duration: The role of policy endogeneity",2004,"Journal of public economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272703001427","https://scholar.google.com/scholar?cites=15510418529403723773&as_sdt=2005&sciodt=0,5&hl=en",428,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,203,11.28,102,2,18,"… To assess the impact of benefit duration on transition rates to new jobs we use longitudinal … In this paper, we exploit the successive changes in unemployment insurance rules provided …","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/146652/1/eth-25614-01.pdf","https://scholar.google.com/scholar?q=related:_d--inkTQNcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
394,"R Lalive, JC Van Ours…","The effect of benefit sanctions on the duration of unemployment",2005,"Journal of the European …","academic.oup.com","https://academic.oup.com/jeea/article-abstract/3/6/1386/2281184","https://scholar.google.com/scholar?cites=6432882912897701307&as_sdt=2005&sciodt=0,5&hl=en",679,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,394,23.18,131,3,17,"… Recent work on optimal unemployment insurance has … —in an optimal unemployment insurance system. An interesting … iii) generalized least squares standard errors represent an upper …","https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/146650/eth-25612-01.pdf?sequence=1","https://scholar.google.com/scholar?q=related:u5XyKO0wRlkJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
45,"R Lalive, JC van Ours, J Zweimüller","Equilibrium unemployment and the duration of unemployment benefits",2011,"Journal of Population Economics","Springer","https://link.springer.com/article/10.1007/s00148-010-0318-8","https://scholar.google.com/scholar?cites=5054226939214591523&as_sdt=2005&sciodt=0,5&hl=en",28,"2022-08-15 21:28:05","","10.1007/s00148-010-0318-8",NA,NA,NA,NA,NA,NA,45,4.09,15,3,11,"… unemployment insurance system that lead to a quasi-experimental situation allowing us to estimate benefit-duration … government made unemployment insurance more generous by …","https://core.ac.uk/download/pdf/159146058.pdf","https://scholar.google.com/scholar?q=related:I3YYbp84JEYJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
157,"R Lentz","Optimal unemployment insurance in an estimated job search model with savings",2009,"Review of Economic Dynamics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1094202508000033","https://scholar.google.com/scholar?cites=12071872192859483326&as_sdt=2005&sciodt=0,5&hl=en",126,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,157,12.08,157,1,13,"… % replacement rate for an interest rate almost equal to the subjective discount rate to an 82% replacement rate for a … The optimal payment of unemployment insurance benefits over time. …","https://sites.google.com/a/wisc.edu/rasmus-lentz/ressources/Lentz_2009_RED.pdf","https://scholar.google.com/scholar?q=related:vixOxcznh6cJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
597,"R Moffitt","Unemployment insurance and the distribution of unemployment spells",1985,"Journal of econometrics","Elsevier","https://www.sciencedirect.com/science/article/pii/0304407685900685","https://scholar.google.com/scholar?cites=12212422883206079666&as_sdt=2005&sciodt=0,5&hl=en",320,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,597,16.14,597,1,37,"… standard errors of the KM hazards. In the present application the KM estimators were calculated only for the constant-duration … at time t is the set of all those who have not exited by time t …","","https://scholar.google.com/scholar?q=related:sqRZeOg9e6kJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
41,"R Moffitt","Unemployment benefits and unemployment",2014,"IZA World of Labor","wol.iza.org","https://wol.iza.org/articles/unemployment-benefits-and-unemployment/long","https://scholar.google.com/scholar?cites=10336602548702999925&as_sdt=2005&sciodt=0,5&hl=en",377,"2022-08-15 21:28:05","HTML","",NA,NA,NA,NA,NA,NA,41,5.13,41,1,8,"… wage replacement rate, or the effect of the maximum duration … in the replacement rate leads to a half week increase in time … who are covered by unemployment insurance. Unemployed …","https://wol.iza.org/articles/unemployment-benefits-and-unemployment/long","https://scholar.google.com/scholar?q=related:dfXWm0D9co8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
357,"R Moffitt, W Nicholson","The effect of unemployment insurance on unemployment: the case of federal supplemental benefits",1982,"The Review of Economics and Statistics","JSTOR","https://www.jstor.org/stable/1937937","https://scholar.google.com/scholar?cites=4255298471581741507&as_sdt=2005&sciodt=0,5&hl=en",52,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,357,8.93,179,2,40,"… To model the effect of the duration of benefits-as well as the … response to changes in potential benefit duration, although the … the limited duration of unemployment insurance benefits can …","","https://scholar.google.com/scholar?q=related:w3HkE2rbDTsJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
41,"R Munts","Partial benefit schedules in unemployment insurance: their effect on work incentive",1970,"Journal of Human Resources","JSTOR","https://www.jstor.org/stable/144896","https://scholar.google.com/scholar?cites=5815711703339358984&as_sdt=2005&sciodt=0,5&hl=en",384,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,41,0.79,41,1,52,"… , these workers are paid unemployment insurance benefits, al… -that workers adjust their part-time work to serve their interests … with the weekly benefit amount for partial unemployment. …","","https://scholar.google.com/scholar?q=related:CNufMfuOtVAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
78,"R Uusitalo, J Verho","The effect of unemployment benefits on re-employment rates: Evidence from the Finnish unemployment insurance reform",2010,"Labour Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927537110000126","https://scholar.google.com/scholar?cites=11430965657162862613&as_sdt=2005&sciodt=0,5&hl=en",143,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,78,6.5,39,2,12,"… hazard with respect to change in replacement rate is − 1.13. … duration by 0.38 weeks. This implies that the elasticity of unemployment duration with respect to replacement rate is about …","https://www.econstor.eu/bitstream/10419/78662/1/54611136X.pdf","https://scholar.google.com/scholar?q=related:FdDhirPyop4J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
97,"R Winter-Ebmer","Benefit duration and unemployment entry: A quasi-experiment in Austria",2003,"European Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292101001982","https://scholar.google.com/scholar?cites=13809595527375965567&as_sdt=2005&sciodt=0,5&hl=en",9,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,97,5.11,97,1,19,"… of benefit duration on unemployment entry. In principle, the benefit system can affect unemployment duration … institutional setting of the Austrian unemployment insurance system, as …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.557.551&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:f00RPfeJpb8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
120,"R Winter‐Ebmer","Potential unemployment benefit duration and spell length: lessons from a quasi‐experiment in Austria",1998,"Oxford Bulletin of Economics and Statistics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0084.00085","https://scholar.google.com/scholar?cites=11778830285600838344&as_sdt=2005&sciodt=0,5&hl=en",8,"2022-08-15 21:28:05","","10.1111/1468-0084.00085",NA,NA,NA,NA,NA,NA,120,5,120,1,24,"… In the next section, I describe the institutional setting of the Austrian unemployment insurance system and the legal changes forming the quasiexperiment. Section III presents first a …","","https://scholar.google.com/scholar?q=related:yNLZ4rzPdqMJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
81,"RD Milbourne, DD Purvis, WD Scoones","Unemployment insurance and unemployment dynamics",1991,"Canadian journal of economics","JSTOR","https://www.jstor.org/stable/135694","https://scholar.google.com/scholar?cites=13295798415133269077&as_sdt=2005&sciodt=0,5&hl=en",325,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,81,2.61,27,3,31,"… is appropriate, since this is the rate upon which unemployment benefit duration is based. … quadratic time trend variables. The maximum unemployment insurance benefit duration series …","","https://scholar.google.com/scholar?q=related:VVw44zYqhLgJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
4,"RG Campos, I Reggio","Optimal unemployment insurance: Consumption versus expenditure",2016,"Labour Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927537115001232","https://scholar.google.com/scholar?cites=16197130313258702173&as_sdt=2005&sciodt=0,5&hl=en",480,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,4,0.67,2,2,6,"… For example, for a level of relative risk-aversion of 3, the optimal replacement rate according to the … use for their time, we focus in more detail on the allocation of time when unemployed. …","https://e-archivo.uc3m.es/bitstream/handle/10016/20042/we1502.pdf?sequence=1","https://scholar.google.com/scholar?q=related:XRV_LjTEx-AJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
37,"RG Valletta","Recent extensions of US unemployment benefits: search responses in alternative labor market states",2014,"IZA Journal of Labor Policy","izajolp.springeropen.com","https://izajolp.springeropen.com/articles/10.1186/2193-9004-3-18","https://scholar.google.com/scholar?cites=7042767541640544086&as_sdt=2005&sciodt=0,5&hl=en",301,"2022-08-15 21:28:05","HTML","10.1186/2193-9004-3-18",NA,NA,NA,NA,NA,NA,37,4.63,37,1,8,"… During the recent “Great Recession” and its aftermath, unemployment insurance (UI) … does not enable direct estimation of the response of unemployment duration to benefit duration. …","https://izajolp.springeropen.com/articles/10.1186/2193-9004-3-18","https://scholar.google.com/scholar?q=related:Vr8i08PvvGEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
425,"RH Topel","On layoffs and unemployment insurance",1983,"The American Economic Review","JSTOR","https://www.jstor.org/stable/1816558","https://scholar.google.com/scholar?cites=18146586322844039707&as_sdt=2005&sciodt=0,5&hl=en",388,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,425,10.9,425,1,39,"… of providing and financing unemployment insurance (UI) affect the … , thus increasing the average duration of unemployment spells.' In … induced by a weekly benefit amount of $b is simply …","","https://scholar.google.com/scholar?q=related:G7oUqx2g1fsJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
240,"RH Topel","Equilibrium earnings, turnover, and unemployment: New evidence",1984,"Journal of Labor Economics","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/298044","https://scholar.google.com/scholar?cites=15566594848330084221&as_sdt=2005&sciodt=0,5&hl=en",459,"2022-08-15 21:28:05","","10.1086/298044",NA,NA,NA,NA,NA,NA,240,6.32,240,1,38,"… between unemployment and the unemployment insurance replacement rate, R, for which a … this paper is that unemployment insurance increases both the frequency and the duration of …","","https://scholar.google.com/scholar?q=related:fe8jCYqnB9gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
32,"RL Crosslin, DW Stevens","The asking wage-duration of unemployment relation revisited",1977,"Southern Economic Journal","JSTOR","https://www.jstor.org/stable/1057786","https://scholar.google.com/scholar?cites=5785655183664935278&as_sdt=2005&sciodt=0,5&hl=en",357,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,32,0.71,16,2,45,"… ) of the unemployment insurance benefits that … weekly benefit amount implies a lesser willingness or opportunity for this group to make downward adjustments in asking wages over time…","","https://scholar.google.com/scholar?q=related:bvE-X7zGSlAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
396,"RM Blank, DE Card","Recent trends in insured and uninsured unemployment: Is there an explanation?",1991,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/106/4/1157/1873409","https://scholar.google.com/scholar?cites=182594581431917406&as_sdt=2005&sciodt=0,5&hl=en",311,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,396,12.77,198,2,31,"… A key indicator of the unemployment insurance system that … of the base period, or to account for individual variation in … We were concerned that the average replacement rate may be an …","https://www.nber.org/system/files/working_papers/w2871/w2871.pdf","https://scholar.google.com/scholar?q=related:Xhsp7M20iAIJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
19,"RM Gritz, T MaCurdy","Unemployment compensation and episodes of nonemployment",1992,"Empirical Economics","Springer","https://link.springer.com/article/10.1007/BF01192483","https://scholar.google.com/scholar?cites=9992508885555731785&as_sdt=2005&sciodt=0,5&hl=en",174,"2022-08-15 21:28:05","","10.1007/BF01192483",NA,NA,NA,NA,NA,NA,19,0.63,10,2,30,"… of unemployment insurance (UI) on the length of nonemployment spells experienced by young workers. The analysis introduces a flexible duration … Our findings on the WBA effect are …","","https://scholar.google.com/scholar?q=related:Sd17iuOFrIoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
27,"RM Gritz, T MaCurdy","Measuring the influence of unemployment insurance on unemployment experiences",1997,"Journal of Business & Economic Statistics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07350015.1997.10524696","https://scholar.google.com/scholar?cites=8508086620214728624&as_sdt=2005&sciodt=0,5&hl=en",190,"2022-08-15 21:28:05","","10.1080/07350015.1997.10524696",NA,NA,NA,NA,NA,NA,27,1.08,14,2,25,"… effects of unemployment insurance (U!) policiev on the amount of time and unemployment that … in this article to estimate UI WBA and WE. Regimes R2 and Ry inlpose more strin-. effects. …","https://amstat.tandfonline.com/doi/pdf/10.1080/07350015.1997.10524696","https://scholar.google.com/scholar?q=related:sBcnDLTLEnYJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
90,"RPH Fishe","Unemployment insurance and the reservation wage of the unemployed",1982,"The Review of Economics and Statistics","JSTOR","https://www.jstor.org/stable/1937938","https://scholar.google.com/scholar?cites=3403666652388707377&as_sdt=2005&sciodt=0,5&hl=en",175,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,90,2.25,90,1,40,"… The remaining UI variables are time period dummies measuring the effects of shifts in Florida's maximum potential weekly benefit amount. It should be noted that by excluding these vari…","","https://scholar.google.com/scholar?q=related:Mcx4dclAPC8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
9,"S Auray, DL Fuller","Eligibility, experience rating, and unemployment insurance take‐up",2020,"Quantitative Economics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.3982/QE940","https://scholar.google.com/scholar?cites=2897509490607054436&as_sdt=2005&sciodt=0,5&hl=en",309,"2022-08-15 21:28:05","","10.3982/QE940",NA,NA,NA,NA,NA,NA,9,4.5,5,2,2,"… Specifically, we consider changes in the UI replacement rate … to increases in the UI replacement rate when the costs of … related to the replacement rate and the average duration of …","https://onlinelibrary.wiley.com/doi/pdf/10.3982/QE940","https://scholar.google.com/scholar?q=related:ZN70sIcFNigJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
47,"S Auray, DL Fuller, D Lkhagvasuren","Unemployment insurance take-up rates in an equilibrium search model",2019,"European Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292118301855","https://scholar.google.com/scholar?cites=12033086066230599033&as_sdt=2005&sciodt=0,5&hl=en",129,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,47,15.67,16,3,3,"… period earnings to exceed 40 times the WBA. In this case, an individual with a WBA of $200 per week would need total base period … must be earned in the base period. For example, in …","https://spectrum.library.concordia.ca/id/eprint/984723/1/Unemployment-Insurance-Take-up-Rates-in-an-Equilibri_2018_European-Economic-.pdf","https://scholar.google.com/scholar?q=related:eZ1g8QUc_qYJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"S Birinci, K See, A Data","Labor Market Responses to Unemployment Insurance: The Role of Heterogeneity Online Appendix",NA,"aeaweb.org","","https://www.aeaweb.org/articles/attachments?retrieve=iMo4EaNO7Ew0kb9jo0TEB-8QlXoFH3YJ","",565,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,0,0,0,3,NA,"… are ranked by their base period AWW. Figure A1 shows that our calibrated replacement-rate function closely tracks the declining profile of the replacement rate in AWW observed in the …","",""
17,"S Choi, A Valladares‐Esteban","On households and unemployment insurance",2020,"Quantitative Economics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.3982/QE865","https://scholar.google.com/scholar?cites=1128700199212880455&as_sdt=2005&sciodt=0,5&hl=en",945,"2022-08-15 21:28:05","","10.3982/QE865",NA,NA,NA,NA,NA,NA,17,8.5,9,2,2,"… program, and balances its budget period by period. We … The UI policy is defined by two parameters: a replacement rate b … unemployment insurance is defined by a replacement rate of …","https://onlinelibrary.wiley.com/doi/pdf/10.3982/QE865","https://scholar.google.com/scholar?q=related:RxL_39nyqQ8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
37,"S DellaVigna, J Heining, JF Schmieder…","Evidence on job search models from a survey of unemployed workers in germany",2022,"The Quarterly Journal …","academic.oup.com","https://academic.oup.com/qje/article-abstract/137/2/1181/6413570","https://scholar.google.com/scholar?cites=18257230611962571682&as_sdt=2005&sciodt=0,5&hl=en",564,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,37,37,9,4,1,"… , creating a spike at unemployment insurance (UI) exhaustion. … PBD × D cell in the exact time since entering UI at the time of … a PBD × D cell as if their unemployment duration at the time …","https://www.econstor.eu/bitstream/10419/216501/1/dp13189.pdf","https://scholar.google.com/scholar?q=related:oqtquIK2Xv0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
38,"S Dieterle, O Bartalotti, Q Brummet","Revisiting the effects of unemployment insurance extensions on unemployment: A measurement-error-corrected regression discontinuity approach",2020,"American Economic Journal …","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/pol.20160439","https://scholar.google.com/scholar?cites=3809654461363503403&as_sdt=2005&sciodt=0,5&hl=en",120,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,38,19,13,3,2,"… We rely on two sources for the UI benefit duration variables. First, we use the data compiled by Rothstein (2011b) for the period 2005–2010, and we code the final year from the trigger …","https://www.econstor.eu/bitstream/10419/180514/1/dp11496.pdf","https://scholar.google.com/scholar?q=related:K8GNVoyc3jQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
21,"S Ek, B Holmlund","Part-time unemployment and optimal unemployment insurance",2015,"International Tax and Public Finance","Springer","https://link.springer.com/article/10.1007/s10797-013-9301-0","https://scholar.google.com/scholar?cites=10647749819605064775&as_sdt=2005&sciodt=0,5&hl=en",228,"2022-08-15 21:28:05","","10.1007/s10797-013-9301-0",NA,NA,NA,NA,NA,NA,21,3,11,2,7,"… design of optimal unemployment insurance in an economy with unemployment as well as part-time … We set the replacement rate to \(0.3\) for the unemployed as well as for part-timers to …","https://www.econstor.eu/bitstream/10419/82607/1/653681291.pdf","https://scholar.google.com/scholar?q=related:RxzK9gtoxJMJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
