"","paper_id","reform_id","estimate_id","authors","paper_name","title","year","journal","impact_factor","url","pbd_vs_rr","margin_outcome_identifier","margin_outcome_sample_size","research_design","running_var","reform_size","reform_units","coef_type_nonemp","reg_outcome_nonemp","level_partial_effect_nonemp","raw_coef_nonemp","raw_se_nonemp","implied_elasticity_nonemp","source_nonemp","description_nonemp","coef_type_claimed","reg_outcome_claimed","level_partial_effect_claimed","raw_coef_claimed","raw_se_claimed","implied_elasticity_claimed","source_claimed","description_claimed","sample_size_unique","other_elasticity_nonemp","other_elasticity_details_nonemp","other_elasticity_claimed","other_elasticity_details_claimed","other_elasticities_preferred","estimate_label","include","mean_nonemp_dur","mean_claimed_dur","mean_pbd","mean_rr","pbd_source","rr_source","eyeballed_hazard_mean","eyeballed_hazard_range","admin","sample_year_range","sample_year","sample_country","us_country","sample_state","country_tax_wedge","macro_treatment","ue_contemporaneous","ue_rate_avg_91_21","ue_deviation","estimates_per_study_margin","estimate_study_num","paper_name_long","design_DID","design_RDD_RKD","PBD_indicator","impact_factor_z","ue_measure","elasticity","se","tstat","hazard","ue_measure_nonemp"
"80",80,73,1,"T Le Barbanchon","Le Barbanchon '16 Labour Econ.","The effect of the potential duration of unemployment benefits on unemployment exits to work and match quality in France",2016,"Labour Economics",19.287,"https://www.sciencedirect.com/science/article/pii/S0927537116300550","PBD",NA,NA,"RDD","prior experience","8.0","months","log-level","hazard",0.2083958333,50.015,18.121,0.1150718523,"Table 7 Column 2 Row 5","Partial effect from sharp RDD on nonemployment with 2-month bandwidth (pg 22 says prefer 2-month BW due to specification testing of covariates). Convert to months and scale by 8-month increase for the partial efect. Choose sharp to correspond with main text's specification. Does not contain nonemployment duration to the left to calculate elasticity, so calculate that from the hazard rate (which has a similar t-stat)",NA,NA,NA,NA,NA,NA,NA,NA,"8352.0",NA,NA,NA,NA,NA,"Unique","Yes",NA,NA,28,0.66,"Rules-based, 7 months for ""short"" UI claimants before cutoff (Section 3)","Sample-based, RR for minimum wage worker (Section 3 discussion of RR and discussion of sample focusing on low-qualified workers)",0.08,0.08,1,"2000-2002",2001,"France",0,NA,47.00974,0,8.61,9.66483870967742,-1.05483870967742,1,1,"Le Barbanchon '16 Labour Econ.(NA)",0,1,1,-0.612985210819175,"nonemp",0.1150718523,0.0416918331602577,2.760057392,1,TRUE
"81",81,74,1,"T Le Barbanchon, R Rathelot, A Roulet","Le Barbanchon et al '19 JPubEc","Unemployment insurance and reservation wages: Evidence from administrative data",2019,"Journal of Public Economics",37.117,"https://www.sciencedirect.com/science/article/pii/S0047272717300671","PBD",NA,NA,"DID","prior experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"log-log","duration",0.1425014232,"0.306",0.0325,0.306,"Table 4 Column 4 Row 2, Table A1","Transform log coefficient in Table 4 to get elasticity. Scale by sample averages to get partial effect","180637.0",NA,NA,NA,NA,NA,"Unique","Yes",NA,27.48614286,59.02228571,0.5848343809,"Sample-based, overall average (Table A1)","Sample-based (Table A1)",NA,NA,1,"2009.0",2009,"France",0,NA,47.00974,0,8.74,9.66483870967742,-0.924838709677418,1,1,"Le Barbanchon et al '19 JPubEc(NA)",1,0,1,-0.133211953527516,"claimed",0.306,0.0325000000013276,9.415384615,0,FALSE
"82",84,77,1,"YF Rebollo-Sanzâ€¦","Rebollo-Sanz '20 JHR","When the Going Gets Toughâ€¦ Financial Incentives, Duration of Unemployment, and Job-Match Quality",2020,"Journal of Human Resources",30.568,"http://jhr.uwpress.org/content/55/1/119.short","RR",NA,NA,"DID","prior earnings","10.0","RR ppt","level-level","duration",0.57,0.351,0.007,0.7566371681,"Correct author error in simulation from text (pg 149) for elasticity and Table 3 Column 5 for SE","Calculate partial effect and elasticity from simulation. Get t-stat from policy effect. Elasticity calculation in the text is incorrect by switching the pre-post order in the numerator.",NA,NA,NA,NA,NA,NA,NA,NA,"7793.0",NA,NA,NA,NA,NA,"Unique","Yes",44,NA,77,0.6,"Sample-based, pre-reform treatment group (Table 2)","Rules-based (abstract)",NA,NA,1,"2012.0",2012,"Spain",0,NA,39.25475,0,24.79,17.0135483870968,7.77645161290323,1,1,"Rebollo-Sanz '20 JHR(NA)",1,0,0,-0.30943377416706,"nonemp",0.7566371681,0.0150896301339082,50.14285714,0,TRUE
"83",87,80,1,"J Hunt","Hunt '95 JOLE","The Effect of Unemployment Compensation on Unemployment Duration in Germany",1995,"Journal of Labor Economics",52.902,"https://www.journals.uchicago.edu/doi/abs/10.1086/298369","PBD",NA,NA,"DID","age","6.0","months","log-level","hazard",0.7473676384,-0.53,0.26,1.097053414,"Table 7 Column 2, Table 2, Table 5 Columns 3 and 5, Text (pg 91-92)","Exponentiate hazard and scale by the 6 month increase from 16 to 22 shown in Table 2. Chosen as main estimate due to discussion in the conclusion section highlighting it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Applies to both PBD and RR","Yes",NA,NA,52,0.68,"Rules-based, Age 44-48 pre-period (Table 2)","Rules-based (pg 91)",NA,NA,0,"1983-1988",1985,"Germany",0,NA,48.09457,0,6.19334312,5.44865136740741,0.744691752592592,1,1,"Hunt '95 JOLE(NA)",1,0,1,0.29153402888128,"nonemp",1.097053414,0.538177146612417,2.038461538,1,TRUE
"84",87,80,1,"J Hunt","Hunt '95 JOLE","The Effect of Unemployment Compensation on Unemployment Duration in Germany",1995,"Journal of Labor Economics",52.902,"https://www.journals.uchicago.edu/doi/abs/10.1086/298369","RR",NA,NA,"DID","childlessness","5.0","RR ppt","log-level","hazard",-0.4347049402,-0.28,0.19,-3.321341116,"Table 7 Column 2, Table 2, Table 5 Columns 3 and 5, Text (pg 91-92)","Exponentiate hazard and scale by 5 ppt RR decrease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Applies to both PBD and RR","Yes",NA,NA,52,0.68,"Rules-based, Age 44-48 pre-period (Table 2)","Rules-based (pg 91)",NA,NA,0,"1983-1988",1985,"Germany",0,NA,48.09457,0,6.19334312,5.44865136740741,0.744691752592592,1,1,"Hunt '95 JOLE(NA)",1,0,0,0.29153402888128,"nonemp",-3.321341116,2.25376718513272,-1.473684211,1,TRUE
"85",89,82,1,"D Card, DS Lee, Z Pei, A Weber","Card et al '15 ECMA","Inference on Causal Effects in a Generalized Regression Kink Design",2015,"Econometrica: Journal of The Econometric Society",119.503,"https://www.jstor.org/stable/43866417","RR",NA,NA,"RKD","prior earnings",NA,NA,"level-level","duration",NA,1.4,0.2,1.4,"Table 1 Panel E Column 1","Directly estimated",NA,NA,NA,NA,NA,NA,NA,NA,"275665.0",NA,NA,NA,NA,NA,"Unique","Yes",17.14285714,79.8,39,0.55,"Rules-based (Table 1 Footnote 2 in Upjohn Working Paper version)","Rules-based, up to a cap (Section 4.1 published pg 2474)",NA,NA,1,"2001-2012",2006,"Austria",0,NA,47.81829,0,5.24675106,3.73936275528302,1.50738830471698,1,1,"Card et al '15 ECMA(NA)",0,1,0,2.08364724867274,"nonemp",1.4,0.2,7,0,TRUE
"86",90,83,1,"J Kolsrud, C Landais, P Nilsson and J Spinnewijn","Kolsrud et al '18 AER","The Optimal Timing of Unemployment Benefits: Theory and Evidence from Sweden",2018,"American Economic Review",72.613,"https://www.aeaweb.org/articles?id=10.1257/aer.20160816","RR",NA,NA,"RKD","prior earnings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"level-level","duration",NA,"−0.0569",0.005,1.53,"Table 2 Panel 1 Column 1","Given","187518.0",NA,NA,NA,NA,NA,"Unique","Yes",NA,26.78,60,0.72,"Rules-based, traditional UI without ALMP (Section 2 published pg 1000)","Sample-based (Table 1)",NA,NA,1,"1999-2000",2000,"Sweden",0,NA,42.5686,0,5.47,7.3441935483871,-1.8741935483871,1,1,"Kolsrud et al '18 AER(NA)",0,1,0,0.821921615784022,"claimed",1.53,0.129999999991503,11.76923077,0,FALSE
"87",91,64,1,"HS Farber, RG Valletta","Farber and Valletta '15 JHR","Do Extended Unemployment Benefits Lengthen Unemployment Spells? Evidence from Recent Cycles in the U.S. Labor Market",2015,"Journal of Human Resources",30.568,"https://jhr.uwpress.org/content/50/4/873.short","PBD","2009-2011",86869,"DID","claim timing","73.0","weeks","logit","hazard",NA,-0.0097,0.0065,0.02388451444,"Table 4 Column 3 Row 2, Table 6 Panel B Column 2 Rows 2 and 4","1-month simulation for 2009-2011 sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-2011","Yes",31.4,NA,46,0.464,"Sample-based, smallest EB trigger during 2009-2011 (Figure 1 Panel A )","External data (DOL BAM for US from 2009-2011)",0.08,0.1,0,"2009-2011",2010,"USA",1,NA,28.40886,0,9.60833333333333,6.12299382716049,3.48533950617284,2,1,"Farber and Valletta '15 JHR(2009-2011)",1,0,1,-0.30943377416706,"nonemp",0.02388451444,0.0160050869991763,1.492307692,1,TRUE
"88",91,84,2,"HS Farber, RG Valletta","Farber and Valletta '15 JHR","Do Extended Unemployment Benefits Lengthen Unemployment Spells? Evidence from Recent Cycles in the U.S. Labor Market",2015,"Journal of Human Resources",30.568,"https://jhr.uwpress.org/content/50/4/873.short","PBD","2002-2004",54678,"DID","claim timing","46.0","weeks","logit","hazard",NA,-0.0212,0.0121,0.05606900801,"Table 4 Column 1 Row 2, Table 6 Panel A Column 2 Rows 2 and 4","1-month simulation for 2002-2004 sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-2004","Yes",22.2,NA,39,0.479,"Sample-based, smallest EB trigger during 2002-2004 (Figure 1 Panel A )","External data (DOL BAM for US from 2002-2004)",NA,NA,0,"2002-2004",2003,"USA",1,NA,28.40886,0,5.99166666666667,6.12299382716049,-0.131327160493828,2,2,"Farber and Valletta '15 JHR(2002-2004)",1,0,1,-0.30943377416706,"nonemp",0.05606900801,0.0320016507927261,1.752066116,1,TRUE
"89",92,16,1,"DGC Britto","Britto '22 RESTAT","The Employment Effects of Lump-Sum and Contingent Job Insurance Policies: Evidence from Brazil",2022,"The Review of Economics and Statistics",47.587,"https://direct.mit.edu/rest/article-abstract/104/3/465/97670/The-Employment-Effects-of-Lump-Sum-and-Contingent?redirectedFrom=fulltext","PBD",NA,NA,"RDD","prior experience","1.0","month","level-level","duration",0.805,3.45,0.59,0.1882673943,"Table 6 Panel B Column 4 Row 1, text (477)","Scale partial effect of no formal employment by reform size and baseline durations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique","Yes",73.3,NA,16,0.8354285714,"Rules-based (Section 4.1 accepted pg 25)","Sample-based, extrapolate 100% RR at minimum wage decreasing to 68% as 2.75x minimum wage along with Appendix Table C13 showing UI extension sample around RDD has avg earnings of 1.9x minimum wage (Section 2)",NA,NA,1,"2002-2017",2010,"Brazil",0,NA,32.5,0,8.034,9.44064516129032,-1.40664516129032,1,1,"Britto '22 RESTAT(NA)",0,1,1,0.14851693059159,"nonemp",0.1882673943,0.0321964529389141,5.847457627,0,TRUE
"90",94,85,1,"T Kyyrä, H Pesola","Kyyrä and Pesola '20 OBES","The Effects of UI Benefits on Unemployment and Subsequent Outcomes: Evidence from a Kinked Benefit Rule",2020,"Oxford Bulletin of Economics and Statistics",25.743,"https://onlinelibrary.wiley.com/doi/abs/10.1111/obes.12367","RR",NA,NA,"RKD","prior earnings",NA,NA,"level-level","duration",NA,0.08,0.24,0.08,"Table 3 Panel B Row 5 Column 2","Given","level-level","duration",NA,"0.9",0.79,0.9,"Table 3 Panel B Row 5 Column 1","Table 3 Panel B Row 5 Column 1","Given",NA,NA,NA,NA,NA,"Unique","Yes",31.14285714,19.42857143,71.42857143,0.6066037736,"Rules-based, 500 days (Section 2)","Sample-based, around kink (Table 2 Column 3)",NA,NA,1,"2003-2009",2006,"Finland",0,NA,42.7084,0,7.72,10.0122580645161,-2.29225806451613,1,1,"Kyyrä and Pesola '20 OBES(NA)",0,1,0,-0.439265853047164,"nonemp",0.08,0.240000000024,0.3333333333,0,TRUE
"91",94,85,1,"T Kyyrä, H Pesola","Kyyrä and Pesola '20 OBES","The Effects of UI Benefits on Unemployment and Subsequent Outcomes: Evidence from a Kinked Benefit Rule",2020,"Oxford Bulletin of Economics and Statistics",25.743,"https://onlinelibrary.wiley.com/doi/abs/10.1111/obes.12367","RR",NA,NA,"RKD","prior earnings",NA,NA,"level-level","duration",NA,0.08,0.24,0.08,"Table 3 Panel B Row 5 Column 2","Given","level-level","duration",NA,"0.9",0.79,0.9,"Table 3 Panel B Row 5 Column 1","Table 3 Panel B Row 5 Column 1","Given",NA,NA,NA,NA,NA,"Unique","Yes",31.14285714,19.42857143,71.42857143,0.6066037736,"Rules-based, 500 days (Section 2)","Sample-based, around kink (Table 2 Column 3)",NA,NA,1,"2003-2009",2006,"Finland",0,NA,42.7084,0,7.72,10.0122580645161,-2.29225806451613,1,1,"Kyyrä and Pesola '20 OBES(NA)",0,1,0,-0.439265853047164,"claimed",0.9,0.790000000228222,1.139240506,0,FALSE
